Barcode	cell_types	UMAP_1	UMAP_2
BC000979-1	Th2	1.6038	6.1687
BC000018-1	Naive	4.7140	1.0859
BC003424-1	Th_CTL_like	-0.9243	-4.8758
BC002242-1	Th17	-2.3703	3.1990
BC003828-1	Act2	2.8716	-3.6193
BC002635-1	Tregs	-4.7294	0.5914
BC003143-1	Th_CTL_like	-0.4327	-4.9754
BC001244-1	Th17	-3.7187	4.0648
BC001122-1	Th2	0.4642	5.6818
BC000944-1	Th2	-0.9199	5.3718
BC003903-1	Act2	4.4701	-3.3415
BC003983-1	Act2	3.6395	-2.6222
BC000629-1	Tfh	4.1403	3.5433
BC003432-1	Th_CTL_like	-0.0609	-4.6132
BC001386-1	Th17	-3.1018	3.7522
BC000796-1	Tfh	3.0261	2.8386
BC000676-1	Tfh	3.7431	4.2594
BC000786-1	Tfh	2.8339	4.4364
BC001897-1	Th17	-2.9170	3.2281
BC001201-1	Th17	-3.8018	3.9473
BC001798-1	Th17	-3.3125	4.0985
BC003338-1	Th_CTL_like	0.0113	-4.8860
BC003576-1	Act2	3.1974	-2.9640
BC002443-1	Tregs	-4.3121	1.2978
BC000857-1	Th2	0.4067	4.9478
BC000644-1	Tfh	2.3916	3.8074
BC001575-1	Th17	-2.8997	2.5370
BC001428-1	Th17	-4.5765	3.1231
BC001486-1	Th17	-4.1601	2.8702
BC002363-1	Th17	-3.3874	2.4847
BC003857-1	Act2	3.9890	-4.4369
BC000193-1	Naive	4.8825	0.2138
BC003907-1	Act2	3.6063	-4.4545
BC001305-1	Th17	-3.9522	2.6819
BC001987-1	Th17	-3.9698	4.7677
BC003070-1	Act_circ	-4.4395	-2.8549
BC001241-1	Th17	-3.3568	4.6260
BC003675-1	Act2	4.1819	-4.8457
BC002241-1	Th17	-3.9374	3.0115
BC001689-1	Th17	-3.9319	4.8318
BC000817-1	Tfh	3.3378	3.5728
BC002233-1	Th17	-4.4755	2.9019
BC003045-1	Act_circ	-2.1339	-3.4525
BC001681-1	Th17	-2.9185	3.5591
BC001399-1	Th17	-2.7623	2.3779
BC001472-1	Th17	-3.4002	4.7638
BC002859-1	Act_circ	-3.2163	-4.2185
BC001366-1	Th17	-4.7674	2.3644
BC000277-1	Naive	4.1917	-0.7874
BC003249-1	Th_CTL_like	0.3359	-5.0048
BC002454-1	Tregs	-4.7680	0.6611
BC000019-1	Naive	6.2384	1.3954
BC003145-1	Th_CTL_like	-1.1122	-4.9508
BC003298-1	Th_CTL_like	-0.7262	-6.4878
BC002390-1	Tregs	-4.1947	-0.9142
BC003741-1	Act2	4.1404	-3.9831
BC001517-1	Th17	-4.4953	3.1842
BC001814-1	Th17	-4.3950	4.3992
BC002335-1	Th17	-2.9757	2.8984
BC001010-1	Th2	-0.1115	6.7580
BC000359-1	Naive	6.0190	1.3176
BC000658-1	Tfh	2.8877	2.9798
BC001029-1	Th2	-1.4037	4.3246
BC003412-1	Th_CTL_like	1.0506	-5.3611
BC003336-1	Th_CTL_like	0.0704	-3.8946
BC003037-1	Act_circ	-3.4737	-5.1201
BC003113-1	Th_CTL_like	0.4614	-5.7706
BC002282-1	Th17	-4.0389	4.7922
BC000851-1	Th2	-0.5558	5.0354
BC001614-1	Th17	-3.6069	4.0526
BC002208-1	Th17	-4.3376	2.8846
BC002359-1	Th17	-3.9090	3.3224
BC002496-1	Tregs	-5.1898	-1.2858
BC000223-1	Naive	5.2609	1.2776
BC000093-1	Naive	4.7040	0.1707
BC000626-1	Tfh	2.1063	3.7495
BC001363-1	Th17	-3.0015	4.0555
BC000322-1	Naive	5.1673	-1.0428
BC000444-1	Naive	6.0691	0.1075
BC000169-1	Naive	5.8339	-0.7064
BC000150-1	Naive	5.6443	-0.6029
BC000657-1	Tfh	4.4739	3.1683
BC003467-1	Act2	3.2921	-3.0207
BC001164-1	Th17	-4.2107	4.0756
BC002450-1	Tregs	-5.2564	0.4118
BC003569-1	Act2	2.7944	-4.2771
BC003832-1	Act2	3.7510	-2.9573
BC000480-1	Tfh	4.2112	3.2439
BC001759-1	Th17	-3.5425	3.0288
BC000023-1	Naive	4.4520	-0.7019
BC001881-1	Th17	-2.4406	3.6814
BC003186-1	Th_CTL_like	-0.0578	-4.6738
BC001372-1	Th17	-3.1774	2.2808
BC000999-1	Th2	0.1329	4.5609
BC002101-1	Th17	-4.0953	3.4028
BC003283-1	Th_CTL_like	-0.9617	-6.7573
BC002212-1	Th17	-3.1945	3.2255
BC001550-1	Th17	-2.0998	3.4469
BC002147-1	Th17	-3.1678	3.1633
BC001361-1	Th17	-2.7098	4.2319
BC003547-1	Act2	2.6679	-4.2482
BC002388-1	Tregs	-5.3572	-0.1212
BC002369-1	Th17	-3.4865	3.4787
BC000315-1	Naive	3.9784	0.1219
BC000213-1	Naive	4.1623	-0.9303
BC003883-1	Act2	3.5927	-2.7459
BC003782-1	Act2	3.3089	-3.3463
BC003895-1	Act2	4.2583	-2.5637
BC000109-1	Naive	4.5673	-1.7634
BC000694-1	Tfh	3.9902	4.8007
BC002385-1	Tregs	-5.4982	-0.2813
BC000617-1	Tfh	4.2376	2.4949
BC000596-1	Tfh	2.8338	5.6512
BC001526-1	Th17	-3.7052	3.5906
BC000774-1	Tfh	4.1048	3.0188
BC001498-1	Th17	-3.5324	2.9047
BC001025-1	Th2	0.3585	4.4830
BC002071-1	Th17	-4.5645	4.5242
BC002380-1	Tregs	-4.8634	-0.8350
BC000859-1	Th2	0.5094	5.5714
BC001951-1	Th17	-4.5799	3.0996
BC002046-1	Th17	-4.7231	3.4729
BC000875-1	Th2	-0.4770	6.1575
BC000326-1	Naive	3.8965	-0.0617
BC002494-1	Tregs	-4.0932	0.3948
BC000678-1	Tfh	3.2013	2.8877
BC000960-1	Th2	0.2335	5.7611
BC002566-1	Tregs	-4.9159	0.5039
BC002910-1	Act_circ	-3.2702	-3.8991
BC001541-1	Th17	-3.7107	3.9196
BC003136-1	Th_CTL_like	0.0050	-6.0951
BC001080-1	Th2	-0.0088	4.3677
BC002712-1	Tregs	-5.0035	-0.1465
BC000829-1	Tfh	2.7755	3.7460
BC003758-1	Act2	1.4696	-3.3192
BC001344-1	Th17	-4.1158	3.6696
BC002161-1	Th17	-4.3904	3.4604
BC001511-1	Th17	-2.5873	5.1639
BC001093-1	Th2	-1.4585	4.9872
BC003434-1	Th_CTL_like	-0.0133	-5.6560
BC000805-1	Tfh	3.2985	3.0390
BC003094-1	Act_circ	-2.5518	-2.7391
BC003114-1	Th_CTL_like	-0.6402	-3.8707
BC000284-1	Naive	5.1657	1.0420
BC000516-1	Tfh	3.6672	3.8755
BC003140-1	Th_CTL_like	0.9062	-5.5917
BC002798-1	Act_circ	-4.0572	-2.5582
BC003268-1	Th_CTL_like	0.6082	-4.6580
BC002038-1	Th17	-4.4137	2.6063
BC002803-1	Act_circ	-3.6800	-3.1394
BC003328-1	Th_CTL_like	0.6400	-4.9813
BC001741-1	Th17	-3.4606	3.8574
BC000212-1	Naive	5.0066	-1.1312
BC003455-1	Act2	2.9857	-2.7600
BC000095-1	Naive	4.3423	0.0948
BC002146-1	Th17	-2.4207	4.1725
BC000114-1	Naive	5.3614	-0.3132
BC001178-1	Th17	-4.3774	2.2920
BC003497-1	Act2	4.2221	-3.8680
BC001640-1	Th17	-2.9995	3.1417
BC003779-1	Act2	3.9128	-3.5500
BC003326-1	Th_CTL_like	1.1264	-5.4270
BC003700-1	Act2	3.1059	-3.3939
BC001676-1	Th17	-3.9601	4.5952
BC003729-1	Act2	3.6213	-3.4386
BC001837-1	Th17	-2.1698	4.5067
BC000379-1	Naive	6.1124	0.6724
BC000273-1	Naive	5.2261	0.8585
BC003790-1	Act2	4.1073	-3.4130
BC003694-1	Act2	4.1903	-3.6745
BC002339-1	Th17	-3.7722	3.6364
BC000662-1	Tfh	3.5111	4.4786
BC002843-1	Act_circ	-1.9259	-2.1856
BC000679-1	Tfh	3.7923	3.6348
BC002960-1	Act_circ	-3.4135	-2.4754
BC000611-1	Tfh	3.9212	3.4342
BC002420-1	Tregs	-4.7633	-0.2414
BC002853-1	Act_circ	-4.4377	-4.2209
BC002766-1	Act_circ	-3.8217	-3.6593
BC003724-1	Act2	4.9043	-3.4103
BC003583-1	Act2	5.0322	-3.5947
BC000372-1	Naive	4.2839	-0.5673
BC003996-1	Act2	4.5699	-2.4381
BC001479-1	Th17	-4.2128	4.0032
BC001855-1	Th17	-3.3012	3.8521
BC000612-1	Tfh	4.0162	2.5658
BC003064-1	Act_circ	-3.9407	-2.8687
BC002464-1	Tregs	-4.4325	0.7256
BC003380-1	Th_CTL_like	0.0263	-4.1834
BC001533-1	Th17	-2.5148	4.4240
BC002589-1	Tregs	-4.7439	0.5434
BC003060-1	Act_circ	-3.7309	-2.7757
BC001425-1	Th17	-5.1044	3.9192
BC001719-1	Th17	-3.4709	3.0746
BC003373-1	Th_CTL_like	-0.3117	-4.0199
BC003250-1	Th_CTL_like	0.0418	-6.1657
BC002745-1	Act_circ	-3.9132	-3.9184
BC000355-1	Naive	5.9438	-0.5261
BC001481-1	Th17	-3.1080	3.9636
BC000894-1	Th2	0.0792	4.5138
BC001331-1	Th17	-4.3297	3.0621
BC003409-1	Th_CTL_like	-1.0020	-4.0465
BC000645-1	Tfh	2.5396	4.2430
BC002218-1	Th17	-4.2435	4.2667
BC002486-1	Tregs	-6.0392	0.6655
BC002371-1	Th17	-3.2382	4.2320
BC001685-1	Th17	-4.1792	4.9148
BC002460-1	Tregs	-4.7492	1.1138
BC001998-1	Th17	-3.7037	3.6374
BC001388-1	Th17	-3.6352	3.3253
BC003393-1	Th_CTL_like	0.0141	-4.6897
BC001055-1	Th2	0.0583	5.6652
BC002437-1	Tregs	-4.2763	-0.5082
BC002857-1	Act_circ	-2.4201	-3.2294
BC002358-1	Th17	-2.3604	2.9606
BC003998-1	Act2	3.5092	-2.9227
BC002611-1	Tregs	-4.2991	2.1939
BC003097-1	Act_circ	-3.0131	-3.7415
BC002800-1	Act_circ	-2.6678	-2.5818
BC000685-1	Tfh	3.8503	3.8534
BC003681-1	Act2	3.9175	-3.9255
BC002182-1	Th17	-2.8106	3.8938
BC003294-1	Th_CTL_like	0.3706	-5.0267
BC000216-1	Naive	4.7942	0.8038
BC000573-1	Tfh	4.7964	4.3283
BC001212-1	Th17	-2.5478	4.2986
BC001310-1	Th17	-3.3094	1.7646
BC002788-1	Act_circ	-3.4863	-2.9373
BC002034-1	Th17	-3.5283	3.4114
BC002721-1	Tregs	-4.8389	0.5129
BC000632-1	Tfh	3.2941	3.2207
BC003246-1	Th_CTL_like	-1.1715	-4.9489
BC000696-1	Tfh	3.1882	2.2863
BC003975-1	Act2	4.4447	-2.9251
BC001975-1	Th17	-3.6987	3.0097
BC003568-1	Act2	4.0584	-3.2263
BC002504-1	Tregs	-4.1905	-1.7640
BC000589-1	Tfh	3.5695	3.1695
BC001325-1	Th17	-2.5260	4.4330
BC000886-1	Th2	0.7062	5.3917
BC002145-1	Th17	-4.9349	3.4100
BC001075-1	Th2	0.6616	6.7243
BC000203-1	Naive	5.4043	-0.1004
BC001809-1	Th17	-3.8636	3.9038
BC001716-1	Th17	-3.2811	3.3001
BC000876-1	Th2	-1.5399	4.5400
BC000691-1	Tfh	3.8358	3.6375
BC000592-1	Tfh	3.9624	3.0259
BC002792-1	Act_circ	-3.8192	-2.6957
BC003342-1	Th_CTL_like	-0.4845	-6.1226
BC002196-1	Th17	-3.2177	2.9450
BC001525-1	Th17	-3.4255	3.7876
BC002858-1	Act_circ	-3.6419	-1.6122
BC000750-1	Tfh	2.5929	2.9223
BC002042-1	Th17	-4.3321	4.3076
BC003617-1	Act2	3.9394	-2.1306
BC000507-1	Tfh	4.1110	2.9257
BC000959-1	Th2	0.0344	5.2029
BC001217-1	Th17	-2.9036	4.8688
BC003436-1	Th_CTL_like	-0.0516	-5.0751
BC001434-1	Th17	-2.1913	4.5641
BC002765-1	Act_circ	-3.5316	-3.6267
BC003101-1	Act_circ	-4.3717	-2.6033
BC000442-1	Naive	5.3363	-0.0021
BC000001-1	Naive	5.9035	-0.9844
BC001489-1	Th17	-2.2841	3.8913
BC003691-1	Act2	3.5239	-5.1902
BC000234-1	Naive	5.0805	-0.1075
BC002377-1	Tregs	-4.3493	-0.9452
BC000565-1	Tfh	3.1556	3.1133
BC003605-1	Act2	2.5179	-2.9276
BC003391-1	Th_CTL_like	1.1514	-5.0355
BC000643-1	Tfh	3.8170	4.4134
BC001777-1	Th17	-3.0387	3.7649
BC003530-1	Act2	2.7649	-3.1007
BC000988-1	Th2	-0.3908	5.3280
BC001054-1	Th2	-0.1042	4.5636
BC000133-1	Naive	4.2504	0.0965
BC002759-1	Act_circ	-3.1252	-4.0543
BC000897-1	Th2	-0.3042	5.8464
BC003421-1	Th_CTL_like	-0.0916	-5.0872
BC003039-1	Act_circ	-4.6496	-3.8450
BC003521-1	Act2	3.1408	-4.9401
BC001869-1	Th17	-4.0757	3.8487
BC001735-1	Th17	-3.2751	4.4320
BC001996-1	Th17	-4.6507	3.2403
BC003093-1	Act_circ	-4.1420	-3.3321
BC003946-1	Act2	3.7006	-4.4518
BC001976-1	Th17	-4.0211	2.6000
BC001024-1	Th2	1.1625	5.2943
BC003619-1	Act2	2.8742	-4.1675
BC003612-1	Act2	3.9824	-2.9616
BC003161-1	Th_CTL_like	0.9474	-5.0048
BC003523-1	Act2	3.0357	-3.1541
BC003949-1	Act2	4.7761	-2.7982
BC002779-1	Act_circ	-4.3731	-3.5172
BC000126-1	Naive	6.1960	0.2074
BC002576-1	Tregs	-3.9478	0.1420
BC003148-1	Th_CTL_like	0.0464	-5.0771
BC003137-1	Th_CTL_like	0.6622	-3.2347
BC003632-1	Act2	3.7243	-3.2673
BC002256-1	Th17	-3.2718	3.8115
BC000917-1	Th2	-0.8032	4.0058
BC002777-1	Act_circ	-2.7923	-3.8035
BC000026-1	Naive	6.4957	0.2659
BC003440-1	Th_CTL_like	0.1437	-5.3039
BC001530-1	Th17	-3.1319	2.3588
BC001465-1	Th17	-2.4754	2.0501
BC003102-1	Act_circ	-4.2506	-4.0221
BC000487-1	Tfh	4.1285	4.7846
BC003154-1	Th_CTL_like	-1.0663	-5.5093
BC000137-1	Naive	5.6686	0.5448
BC000010-1	Naive	4.9662	0.4635
BC000884-1	Th2	-0.7728	5.1947
BC000254-1	Naive	3.7613	-0.5893
BC000768-1	Tfh	3.2396	4.0434
BC000558-1	Tfh	2.3927	3.3696
BC003333-1	Th_CTL_like	-0.2349	-5.1270
BC000652-1	Tfh	3.4727	2.6408
BC000936-1	Th2	-0.1150	5.7722
BC001991-1	Th17	-3.7095	4.0206
BC003205-1	Th_CTL_like	0.4186	-4.6598
BC002010-1	Th17	-2.3877	2.8201
BC000656-1	Tfh	3.4890	3.1593
BC001406-1	Th17	-4.3668	3.0484
BC003465-1	Act2	3.0586	-2.3916
BC001057-1	Th2	-0.4744	5.4623
BC003573-1	Act2	3.5074	-3.0988
BC001890-1	Th17	-3.7288	4.9270
BC002782-1	Act_circ	-4.1719	-2.9085
BC000435-1	Naive	5.4555	-0.3202
BC002461-1	Tregs	-4.9670	0.3668
BC001364-1	Th17	-4.0937	3.2221
BC001728-1	Th17	-3.7533	4.0101
BC001027-1	Th2	-0.0834	5.4548
BC001236-1	Th17	-3.5373	3.6400
BC001193-1	Th17	-3.2290	3.9355
BC001703-1	Th17	-3.0559	3.4584
BC000620-1	Tfh	3.4049	3.8494
BC003781-1	Act2	3.3300	-4.3987
BC002105-1	Th17	-3.3855	2.9494
BC001202-1	Th17	-3.7916	4.0885
BC002950-1	Act_circ	-2.7005	-3.6518
BC002264-1	Th17	-4.0992	4.4776
BC003926-1	Act2	3.7769	-3.9893
BC000053-1	Naive	5.3608	-0.9080
BC000283-1	Naive	5.1710	-0.5243
BC002235-1	Th17	-3.8239	4.2386
BC002414-1	Tregs	-4.9462	0.1609
BC003162-1	Th_CTL_like	-0.8909	-4.4866
BC001491-1	Th17	-2.6451	4.5028
BC002426-1	Tregs	-5.2051	-0.6497
BC001758-1	Th17	-4.0067	5.3242
BC001942-1	Th17	-3.3693	4.2505
BC002677-1	Tregs	-4.2023	-0.1526
BC002548-1	Tregs	-4.7509	-0.4831
BC001031-1	Th2	-0.2151	5.1248
BC003915-1	Act2	1.8312	-2.9106
BC003910-1	Act2	3.1555	-3.6379
BC003171-1	Th_CTL_like	0.3852	-5.6088
BC002739-1	Act_circ	-3.0914	-3.0560
BC003751-1	Act2	3.9218	-4.5079
BC000441-1	Naive	5.7006	-0.4182
BC003218-1	Th_CTL_like	0.3877	-5.0565
BC001289-1	Th17	-3.6573	3.8276
BC001192-1	Th17	-4.8426	3.5714
BC000157-1	Naive	4.7854	-0.5484
BC002624-1	Tregs	-5.8449	0.8044
BC002002-1	Th17	-4.4304	2.7826
BC001020-1	Th2	-0.7170	3.4085
BC000189-1	Naive	5.5884	0.3842
BC001455-1	Th17	-3.3983	3.4398
BC002752-1	Act_circ	-3.6724	-4.7175
BC000158-1	Naive	4.4128	-0.6539
BC003352-1	Th_CTL_like	0.2289	-5.8466
BC000547-1	Tfh	3.0767	3.8075
BC001906-1	Th17	-3.8361	3.2078
BC001405-1	Th17	-3.1418	3.4622
BC001157-1	Th17	-3.3490	4.2931
BC003457-1	Act2	2.9657	-3.0888
BC002137-1	Th17	-3.5063	3.3760
BC002080-1	Th17	-4.0783	4.0989
BC001715-1	Th17	-4.0673	3.6359
BC003715-1	Act2	4.2480	-4.4442
BC002543-1	Tregs	-7.6098	0.7062
BC000391-1	Naive	4.9871	-0.5755
BC002070-1	Th17	-4.1718	3.8841
BC001563-1	Th17	-4.4438	3.2790
BC002763-1	Act_circ	-4.6834	-2.9851
BC003019-1	Act_circ	-5.2853	-3.3589
BC002408-1	Tregs	-3.4179	0.8250
BC002946-1	Act_circ	-3.6279	-4.4390
BC000390-1	Naive	5.8990	-0.2475
BC000266-1	Naive	4.6594	0.8423
BC000537-1	Tfh	2.8180	4.0109
BC001239-1	Th17	-3.9365	3.6993
BC000177-1	Naive	7.3975	-0.2491
BC003013-1	Act_circ	-3.2084	-2.6831
BC003151-1	Th_CTL_like	0.1923	-5.7400
BC000613-1	Tfh	3.8169	3.0887
BC002913-1	Act_circ	-3.5399	-3.0531
BC002007-1	Th17	-3.0874	3.1256
BC000797-1	Tfh	3.2376	2.8091
BC001423-1	Th17	-3.8488	3.6769
BC003850-1	Act2	3.1367	-4.6224
BC000408-1	Naive	4.0825	-1.0677
BC001414-1	Th17	-1.5886	2.8408
BC000519-1	Tfh	2.9367	3.6284
BC001900-1	Th17	-3.9024	4.0889
BC002706-1	Tregs	-4.8274	-0.6630
BC002127-1	Th17	-4.2131	3.9403
BC001960-1	Th17	-2.6393	2.7030
BC001458-1	Th17	-5.2250	3.5970
BC001683-1	Th17	-3.9004	2.9005
BC002205-1	Th17	-4.0422	2.6984
BC002155-1	Th17	-3.7904	2.6719
BC001043-1	Th2	-0.1743	4.2414
BC002703-1	Tregs	-5.0793	-0.4981
BC000866-1	Th2	-1.1368	5.3183
BC000228-1	Naive	5.2573	-0.9700
BC003239-1	Th_CTL_like	0.0254	-4.4946
BC000590-1	Tfh	2.9411	3.3430
BC001725-1	Th17	-3.5149	3.7816
BC001675-1	Th17	-3.3953	3.5701
BC000096-1	Naive	5.2642	-0.1374
BC001700-1	Th17	-3.0636	3.2774
BC001872-1	Th17	-3.6815	3.4777
BC002470-1	Tregs	-5.0627	0.4616
BC003934-1	Act2	3.8590	-3.6048
BC003469-1	Act2	3.8191	-4.5896
BC003048-1	Act_circ	-2.0904	-2.7728
BC000361-1	Naive	4.8113	-0.3490
BC003618-1	Act2	4.0549	-4.0114
BC001077-1	Th2	-0.1405	6.0522
BC002846-1	Act_circ	-3.1047	-4.4571
BC003927-1	Act2	2.3503	-3.3170
BC002207-1	Th17	-2.8555	5.0923
BC003976-1	Act2	3.9485	-3.6749
BC001270-1	Th17	-3.9799	2.8222
BC003775-1	Act2	4.3043	-3.7380
BC000071-1	Naive	5.7678	-0.2708
BC001417-1	Th17	-2.6238	4.6677
BC003312-1	Th_CTL_like	-0.0580	-6.2809
BC000094-1	Naive	5.6011	1.2089
BC000132-1	Naive	4.6637	-0.7376
BC002603-1	Tregs	-5.9405	-0.2320
BC000059-1	Naive	4.5780	-0.3499
BC003217-1	Th_CTL_like	-0.3135	-5.2112
BC002620-1	Tregs	-4.3258	0.8189
BC000512-1	Tfh	3.0041	2.5243
BC000365-1	Naive	4.9248	-0.3454
BC003141-1	Th_CTL_like	0.8686	-5.5327
BC003490-1	Act2	4.2692	-4.7927
BC001678-1	Th17	-2.5512	3.4340
BC001940-1	Th17	-3.4033	3.7226
BC002072-1	Th17	-3.7256	4.3924
BC003215-1	Th_CTL_like	-0.0501	-6.4373
BC000304-1	Naive	4.8083	0.5522
BC000276-1	Naive	5.5438	-0.2852
BC000108-1	Naive	6.2871	0.7103
BC002649-1	Tregs	-5.1225	0.4559
BC001004-1	Th2	0.4096	4.8083
BC000402-1	Naive	5.5390	-0.1020
BC001040-1	Th2	0.6093	6.3122
BC002848-1	Act_circ	-3.0913	-4.8824
BC001624-1	Th17	-3.5427	3.0287
BC000119-1	Naive	5.7420	0.8658
BC003443-1	Th_CTL_like	0.8795	-5.4000
BC002463-1	Tregs	-6.2822	0.2764
BC001819-1	Th17	-1.9947	4.0776
BC001915-1	Th17	-3.3262	3.7618
BC000749-1	Tfh	3.7237	3.4632
BC003677-1	Act2	2.6249	-3.0060
BC002432-1	Tregs	-4.3384	-1.2837
BC002657-1	Tregs	-5.6371	1.0114
BC001772-1	Th17	-3.3337	3.8741
BC003183-1	Th_CTL_like	-0.5369	-5.5035
BC001329-1	Th17	-4.7691	3.3611
BC003839-1	Act2	2.9225	-2.3013
BC001451-1	Th17	-2.8343	3.1990
BC003017-1	Act_circ	-3.9628	-3.8887
BC001916-1	Th17	-3.6979	2.6922
BC000753-1	Tfh	2.5187	3.4679
BC002671-1	Tregs	-3.4571	0.5022
BC001433-1	Th17	-4.2593	3.4642
BC002480-1	Tregs	-5.3600	0.3737
BC002060-1	Th17	-3.4524	2.6870
BC000192-1	Naive	5.0047	0.8848
BC001369-1	Th17	-3.7713	4.2690
BC003514-1	Act2	4.7257	-3.1550
BC001732-1	Th17	-3.1768	4.4192
BC002598-1	Tregs	-3.5171	-0.0269
BC003414-1	Th_CTL_like	-0.0632	-5.1835
BC003386-1	Th_CTL_like	0.1752	-5.6390
BC003289-1	Th_CTL_like	1.2163	-5.0342
BC000328-1	Naive	3.5414	0.0671
BC001514-1	Th17	-3.3282	5.4062
BC002550-1	Tregs	-6.0483	-0.5221
BC002708-1	Tregs	-3.7935	0.0130
BC002572-1	Tregs	-4.5013	-0.4290
BC001867-1	Th17	-2.9108	4.3630
BC000973-1	Th2	1.0005	5.8618
BC000430-1	Naive	5.6465	0.4935
BC002587-1	Tregs	-5.3032	-0.5513
BC002783-1	Act_circ	-3.5650	-4.5003
BC003984-1	Act2	2.8462	-3.9614
BC001370-1	Th17	-2.7231	3.1667
BC000991-1	Th2	1.0504	5.1844
BC003038-1	Act_circ	-3.1325	-3.6154
BC001067-1	Th2	-2.0631	4.8672
BC001536-1	Th17	-3.3131	2.2030
BC000682-1	Tfh	4.5141	3.1408
BC001035-1	Th2	-0.0775	5.2535
BC003944-1	Act2	3.4898	-3.1711
BC002808-1	Act_circ	-4.4545	-3.9462
BC002855-1	Act_circ	-3.7028	-2.4920
BC002905-1	Act_circ	-3.6654	-2.9071
BC001887-1	Th17	-3.5347	2.5522
BC000332-1	Naive	4.7741	-1.0429
BC000795-1	Tfh	4.5335	3.0131
BC003115-1	Th_CTL_like	-0.8436	-4.6948
BC002289-1	Th17	-1.8514	3.6697
BC001704-1	Th17	-4.4035	3.6776
BC000105-1	Naive	4.9815	0.6301
BC003494-1	Act2	4.0279	-3.2568
BC001642-1	Th17	-3.3477	4.3163
BC001707-1	Th17	-3.7722	4.1986
BC002180-1	Th17	-3.3313	4.2773
BC002247-1	Th17	-4.0015	3.4186
BC003567-1	Act2	3.4104	-4.0253
BC002392-1	Tregs	-4.3027	0.3335
BC000370-1	Naive	5.2443	1.3045
BC003789-1	Act2	3.6380	-2.6217
BC000145-1	Naive	4.0337	-1.0125
BC001281-1	Th17	-3.2973	3.1459
BC002323-1	Th17	-3.7702	1.8840
BC000860-1	Th2	1.1859	5.4510
BC003540-1	Act2	4.0912	-2.1911
BC002915-1	Act_circ	-2.5668	-2.8249
BC000699-1	Tfh	3.1875	3.1861
BC000464-1	Naive	4.5132	0.0265
BC001139-1	Th2	-0.1518	4.6612
BC003974-1	Act2	2.5166	-3.2612
BC000453-1	Naive	4.4520	-0.3963
BC003564-1	Act2	4.3360	-2.9574
BC002330-1	Th17	-2.8323	3.1116
BC003697-1	Act2	3.6121	-2.2936
BC003873-1	Act2	3.3952	-2.7067
BC000138-1	Naive	4.5252	-0.2651
BC003107-1	Act_circ	-2.5381	-4.2464
BC000807-1	Tfh	2.7999	3.5062
BC001145-1	Th2	-1.2161	4.5204
BC003164-1	Th_CTL_like	-0.0940	-6.7563
BC001068-1	Th2	1.0482	5.6639
BC003650-1	Act2	3.8410	-3.1581
BC002761-1	Act_circ	-4.2197	-3.4848
BC000950-1	Th2	0.0460	5.0893
BC003170-1	Th_CTL_like	0.0154	-5.0179
BC000539-1	Tfh	4.3781	3.4166
BC001718-1	Th17	-2.9583	3.5355
BC001114-1	Th2	0.2369	5.3055
BC003103-1	Act_circ	-2.6824	-3.1668
BC000462-1	Naive	5.1866	0.4871
BC000143-1	Naive	6.0452	-0.8546
BC002529-1	Tregs	-6.0158	0.7436
BC002530-1	Tregs	-5.3696	-0.1050
BC000350-1	Naive	4.8646	0.2091
BC002959-1	Act_circ	-3.9583	-3.3001
BC001021-1	Th2	0.9356	3.9451
BC000052-1	Naive	5.2197	-1.0917
BC003350-1	Th_CTL_like	0.2969	-5.4261
BC001583-1	Th17	-2.2220	3.0955
BC002578-1	Tregs	-5.1628	0.0657
BC003653-1	Act2	3.7762	-4.3342
BC000635-1	Tfh	4.4740	3.6769
BC001167-1	Th17	-3.5481	3.6673
BC003808-1	Act2	4.5278	-3.7931
BC002549-1	Tregs	-6.2372	-0.6129
BC003451-1	Act2	4.1861	-2.5766
BC002655-1	Tregs	-5.0675	-1.0671
BC001984-1	Th17	-4.2333	3.6430
BC001485-1	Th17	-2.9871	3.8320
BC001934-1	Th17	-4.3042	2.6724
BC003032-1	Act_circ	-3.5381	-3.7149
BC003880-1	Act2	3.8582	-3.8774
BC000654-1	Tfh	3.2669	2.8828
BC003679-1	Act2	3.2683	-3.9046
BC002102-1	Th17	-3.2812	4.1309
BC001918-1	Th17	-3.7113	3.9663
BC001283-1	Th17	-3.1799	3.0335
BC000378-1	Naive	4.6797	-0.0872
BC003295-1	Th_CTL_like	0.1506	-4.7781
BC000250-1	Naive	5.0638	0.2712
BC002735-1	Act_circ	-3.3249	-3.7314
BC002472-1	Tregs	-5.4238	-0.8316
BC001875-1	Th17	-3.3661	2.2370
BC003579-1	Act2	5.2812	-5.0167
BC000743-1	Tfh	4.0182	4.1075
BC002957-1	Act_circ	-3.0624	-4.4351
BC002832-1	Act_circ	-3.4579	-3.9733
BC002562-1	Tregs	-4.2404	-0.1294
BC000804-1	Tfh	3.6098	3.2814
BC003636-1	Act2	3.1364	-3.7832
BC001701-1	Th17	-4.7945	3.3944
BC000025-1	Naive	5.0924	0.2542
BC003706-1	Act2	3.7311	-3.4691
BC003081-1	Act_circ	-3.4979	-3.7759
BC003906-1	Act2	2.5705	-3.3065
BC002305-1	Th17	-3.8763	4.3274
BC001135-1	Th2	-0.7385	5.6989
BC001651-1	Th17	-2.6225	2.9909
BC002229-1	Th17	-3.6826	4.3790
